Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah)
127,	09/22/2022 16:59:13.813,5580.0388,1980.0002,1,2,0.00008968292,1.500009,0.00013452518714628,0.0002362613,0,0.0003328144,0,,-0.0000233120008488186,,0,
128,	09/22/2022 16:59:43.814,5610.0403,2010.0017,1,2,0.00008937225,1.499897,0.00013404916965825,0.0002369935,0,0.0003339127,0,,0.000015922620150377,,,
129,	09/22/2022 17:00:13.813,5640.0387,2040.0001,1,2,0.00008814249,1.4999,0.000132204920751,0.0002377195,0,0.0003350018,0,,-0.0000081989173850161,,0,
130,	09/22/2022 17:00:43.813,5670.0387,2070.0001,1,2,0.00008573248,1.500053,0.00012860326382144,0.0002384309,0,0.0003360689,0,,0.0000112412199086975,,,0
131,	09/22/2022 17:01:13.814,5700.0396,2100.001,1,2,0.0000857738,1.49993,0.000128654695834,0.0002391401,0,0.0003371328,0,,0.00000436613390775165,,0,
132,	09/22/2022 17:01:43.814,5730.0398,2130.0012,1,2,0.00008255689,1.500116,0.00012384491159924,0.0002398419,0,0.0003381854,0,,0.00001720755972201,,,
133,	09/22/2022 17:02:13.813,5760.0395,2160.0009,1,2,0.00008152495,1.499969,0.00012228489772655,0.0002405287,0,0.0003392157,0,,-0.0000324614193232264,,0,
134,	09/22/2022 17:02:43.813,5790.0387,2190.0001,1,2,0.00007920227,1.500059,0.00011880807793393,0.0002412149,0,0.000340245,0,,0.00000476129889648291,,,0
135,	09/22/2022 17:03:13.814,5820.0403,2220.0017,1,2,0.00008432001,1.500115,0.00012648971180115,0.0002418884,0,0.0003412553,0,,0.00000841630844661267,,0,
136,	09/22/2022 17:03:43.813,5850.0387,2250.0001,1,2,0.00007913735,1.499851,0.00011869423353485,0.0002425589,0,0.000342261,0,,-0.00000359567002305994,,,
137,	09/22/2022 17:04:13.813,5880.0387,2280.0001,1,2,0.00008220751,1.500042,0.00012331471771542,0.000243227,0,0.0003432631,0,,-0.0000306204310618341,,0,
138,	09/22/2022 17:04:43.814,5910.0396,2310.001,1,2,0.0000801856,1.500036,0.0001202812866816,0.0002438899,0,0.0003442575,0,,-0.00000679615504850517,,,0
139,	09/22/2022 17:05:13.813,5940.0387,2340.0001,1,2,0.00007635764,1.499963,0.00011453363476732,0.0002445463,0,0.0003452421,0,,0.0000174842898559291,,0,
140,	09/22/2022 17:05:43.813,5970.0395,2370.0009,1,2,0.00007811277,1.500055,0.00011717345120235,0.0002451952,0,0.0003462155,0,,-0.00000175839500116126,,,
141,	09/22/2022 17:06:13.813,6000.0395,2400.0009,1,2,0.00007828369,1.499992,0.00011742490873048,0.0002458429,0,0.0003471871,0,,0.0000152319498738507,,0,
142,	09/22/2022 17:06:43.814,6030.0403,2430.0017,1,2,0.00007438278,1.499952,0.00011157059962656,0.0002464724,0,0.0003481313,0,,0.00000728963777874014,,,0
143,	09/22/2022 17:07:13.814,6060.0404,2460.0018,1,2,0.00007651053,1.500057,0.00011477015610021,0.000247109,0,0.0003490862,0,,-0.0000117345398393809,,0,
144,	09/22/2022 17:07:43.813,6090.0387,2490.0001,1,2,0.00007399905,1.499934,0.0001109936910627,0.0002477279,0,0.0003500146,0,,-0.00000723043285688618,,,
145,	09/22/2022 17:08:13.814,6120.0396,2520.001,1,2,0.00007284907,1.500028,0.00010927564477396,0.0002483513,0,0.0003509497,0,,0.00000132375703287835,,0,
146,	09/22/2022 17:08:43.814,6150.0398,2550.0012,1,2,0.00007246849,1.500008,0.00010870331474792,0.0002489701,0,0.0003518779,0,,-0.0000137296901812078,,,0
147,	09/22/2022 17:09:13.813,6180.0389,2580.0003,1,2,0.00007384296,1.499903,0.00011075727723288,0.0002495819,0,0.0003527956,0,,-0.0000211182195926085,,0,
148,	09/22/2022 17:09:43.813,6210.0393,2610.0007,1,2,0.00007391469,1.500037,0.00011087476984353,0.0002501938,0,0.0003537134,0,,-0.00000786338387115393,,,
149,	09/22/2022 17:10:13.813,6240.0395,2640.0009,1,2,0.00007296806,1.500091,0.00010945873009346,0.0002507994,0,0.0003546218,0,,-0.00000584785402679699,,0,
150,	09/22/2022 17:10:43.813,6270.0395,2670.0009,1,2,0.00007329455,1.500028,0.0001099438772474,0.0002514014,0,0.0003555249,0,,-0.0000276210903393803,,,0
151,	09/22/2022 17:11:13.813,6300.0387,2700.0001,1,2,0.00007169253,1.499894,0.00010753119559182,0.0002519958,0,0.0003564165,0,,0.0000111615499918116,,0,
152,	09/22/2022 17:11:43.814,6330.0396,2730.001,1,2,0.00006680543,1.499989,0.00010020741014027,0.0002525868,0,0.0003573031,0,,-0.0000247134503297275,,,
153,	09/22/2022 17:12:13.814,6360.0397,2760.0011,1,2,0.00007105457,1.500041,0.00010658476823737,0.0002531721,0,0.0003581809,0,,-0.00000148170704505901,,0,
154,	09/22/2022 17:12:43.813,6390.0395,2790.0009,1,2,0.00006803729,1.499974,0.00010205416603046,0.0002537556,0,0.0003590562,0,,-0.00000586761007070891,,,0
155,	09/22/2022 17:13:13.813,6420.0395,2820.0009,1,2,0.00006916795,1.499895,0.00010374466236525,0.0002543338,0,0.0003599235,0,,0.000036808050936088,,0,
156,	09/22/2022 17:13:43.813,6450.0393,2850.0007,1,2,0.00007151012,1.499962,0.00010726246261544,0.0002549092,0,0.0003607866,0,,-0.000000948292779412441,,,
157,	09/22/2022 17:14:13.813,6480.0395,2880.0009,1,2,0.00006909112,1.49996,0.0001036339163552,0.0002554771,0,0.0003616384,0,,0.00000355612701241625,,0,
158,	09/22/2022 17:14:43.814,6510.0404,2910.0018,1,2,0.00006696262,1.499944,0.00010044018009328,0.00025604,0,0.0003624828,0,,0.0000195005595742259,,,0
159,	09/22/2022 17:15:13.814,6540.0397,2940.0011,1,2,0.00006696915,1.500159,0.00010046437309485,0.0002565986,0,0.0003633207,0,,0.0000018372410295342,,0,
160,	09/22/2022 17:15:43.814,6570.0396,2970.001,1,2,0.00006422045,1.499978,0.0000963292621501,0.0002571514,0,0.00036415,0,,-0.00000685502618580358,,,
161,	09/22/2022 17:16:13.813,6600.0388,3000.0002,1,2,0.0000661747,1.500042,0.0000992648293374,0.0002577039,0,0.0003649788,0,,0.00000122481696962495,,0,
162,	09/22/2022 17:16:43.813,6630.0388,3030.0002,1,2,0.00006633171,1.500056,0.00009950127957576,0.0002582502,0,0.0003657982,0,,0.00000470230179416831,,,0
163,	09/22/2022 17:17:13.813,6660.0393,3060.0007,1,2,0.00006633774,1.499952,0.00009950342578848,0.0002587979,0,0.0003666196,0,,0.0000130201296997257,,0,
164,	09/22/2022 17:17:43.813,6690.0394,3090.0008,1,2,0.00006386918,1.500041,0.00009580638863638,0.0002593326,0,0.0003674217,0,,-0.0000274993508355692,,,
165,	09/22/2022 17:18:13.813,6720.0386,3120,1,2,0.00006278017,1.5001,0.000094176533017,0.00025987,0,0.0003682279,0,,0.00000156074497681402,,0,
166,	09/22/2022 17:18:43.813,6750.0388,3150.0002,1,2,0.00006303818,1.500019,0.00009455846772542,0.0002604015,0,0.0003690251,0,,-0.00000403027797801769,,,0
167,	09/22/2022 17:19:13.814,6780.0396,3180.001,1,2,0.00006606886,1.500053,0.00009910679164958,0.0002609369,0,0.0003698281,0,,-0.00000614384089203668,,0,
168,	09/22/2022 17:19:43.813,6810.039,3210.0004,1,2,0.00006445775,1.500023,0.00009668810752825,0.0002614698,0,0.0003706276,0,,-0.00000306227207147458,,,
169,	09/22/2022 17:20:13.814,6840.0401,3240.0015,1,2,0.00006244139,1.500062,0.00009366595636618,0.0002619909,0,0.0003714092,0,,-0.0000251890305662528,,0,
170,	09/22/2022 17:20:43.813,6870.0387,3270.0001,1,2,0.0000612785,1.499897,0.0000919114383145,0.0002625097,0,0.0003721874,0,,0.00000440564599557547,,,
171,	09/22/2022 17:21:13.813,6900.0387,3300.0001,1,2,0.00006321528,1.500144,0.00009483202300032,0.0002630292,0,0.0003729668,0,,0.00000302273292618338,,0,0
