Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah)
46,	09/22/2022 16:12:13.742,2760.0003,2760.0003,1,1,0,0.09207439,0,0,0,0,0,,0.00000272988791039097,,0,
47,	09/22/2022 16:13:13.742,2820.0001,2820.0001,1,1,0,0.09217072,0,0,0,0,0,,0.00000512147198605817,,0,0
48,	09/22/2022 16:14:13.742,2880.0002,2880.0002,1,1,0,0.09232092,0,0,0,0,0,,0.00000900638679013355,,0,
49,	09/22/2022 16:15:13.742,2940.0002,2940.0002,1,1,0,0.09242678,0,0,0,0,0,,0.00000479487607663032,,0,0
50,	09/22/2022 16:16:13.743,3000.0009,3000.0009,1,1,0,0.09254217,0,0,0,0,0,,0.00000467633208245388,,0,
51,	09/22/2022 16:17:13.742,3060.0001,3060.0001,1,1,0,0.09264708,0,0,0,0,0,,0.00000275723300546815,,0,0
52,	09/22/2022 16:18:13.742,3120.0002,3120.0002,1,1,0,0.09278584,0,0,0,0,0,,0.000000950770186136651,,0,
53,	09/22/2022 16:19:13.743,3180.001,3180.001,1,1,0,0.09289932,0,0,0,0,0,,-0.00000291530795948347,,0,0
54,	09/22/2022 16:20:13.742,3240.0001,3240.0001,1,1,0,0.09299564,0,0,0,0,0,,-0.000000653191420951771,,0,
55,	09/22/2022 16:21:13.742,3300.0002,3300.0002,1,1,0,0.09312487,0,0,0,0,0,,0.00000557373596166144,,0,0
56,	09/22/2022 16:22:13.742,3360.0001,3360.0001,1,1,0,0.09322119,0,0,0,0,0,,0.0000033523911042721,,0,
57,	09/22/2022 16:23:13.743,3420.0008,3420.0008,1,1,0,0.0933547,0,0,0,0,0,,0.0000040045802052191,,0,
58,	09/22/2022 16:24:13.743,3480.001,3480.001,1,1,0,0.09345818,0,0,0,0,0,,0.00000239048790717789,,0,
59,	09/22/2022 16:25:13.742,3540.0002,3540.0002,1,1,0,0.09354496,0,0,0,0,0,,0.00000365021196557791,,0,
60,	09/22/2022 16:26:13.742,3600.0003,3600.0003,1,1,0,0.09364796,0,0,0,0,0,,-0.000000527214695011935,,0,
61,	09/22/2022 16:26:13.743,3600.0015,3600.0015,1,1,0,0.09364796,0,0,0,0,0,,-0.000000527214695011935,0,0,0
62,	09/22/2022 16:26:43.781,3630.0393,30.0001,1,2,0.001874387,1.499971,0.002811526142777,0.00007229647,0,0.0000929715,0,,0.00000434634193879901,,-0.000128532701637596,-7780.1240234375
63,	09/22/2022 16:27:13.781,3660.0395,60.0003,1,2,0.00107093,1.500017,0.00160641320581,0.00008362678,0,0.000109967,0,,-0.00000227212103709462,,,
64,	09/22/2022 16:27:43.781,3690.0392,90,1,2,0.0007645892,1.499968,0.0011468593331456,0.00009102499,0,0.0001210643,0,,0.00000331905198436289,,0,
65,	09/22/2022 16:28:13.782,3720.0396,120.0004,1,2,0.0006016966,1.500063,0.0009025828068858,0.00009660525,0,0.0001294347,0,,-0.0000113597598101478,,,
66,	09/22/2022 16:28:43.782,3750.0404,150.0012,1,2,0.0005014309,1.500062,0.0007521774387158,0.0001011332,0,0.0001362266,0,,-0.00000782341521698982,,0,0
67,	09/22/2022 16:29:13.782,3780.0403,180.0011,1,2,0.0004328344,1.500017,0.0006492589581848,0.0001049749,0,0.0001419891,0,,0.00000318078491545748,,,
68,	09/22/2022 16:29:43.782,3810.0402,210.001,1,2,0.0003819214,1.50008,0.000572912653712,0.0001083369,0,0.0001470321,0,,-0.00000938352513912832,,0,
69,	09/22/2022 16:30:13.781,3840.0395,240.0003,1,2,0.000342756,1.499924,0.000514107950544,0.000111337,0,0.0001515323,0,,0.0000118537600428681,,,
70,	09/22/2022 16:30:43.781,3870.0393,270.0001,1,2,0.0003103961,1.499969,0.0004655845277209,0.0001140572,0,0.0001556127,0,,-0.00000841623841552064,,0,0
71,	09/22/2022 16:31:13.781,3900.0395,300.0003,1,2,0.0002886021,1.500064,0.0004329216205344,0.0001165537,0,0.0001593574,0,,0.0000183930806088028,,,
72,	09/22/2022 16:31:43.782,3930.0404,330.0012,1,2,0.0002689014,1.49997,0.000403344032958,0.0001188666,0,0.0001628267,0,,0.000015053399692988,,0,
73,	09/22/2022 16:32:13.782,3960.0396,360.0004,1,2,0.0002511395,1.500073,0.0003767275831835,0.0001210259,0,0.0001660657,0,,-0.00000302273292618338,,,
74,	09/22/2022 16:32:43.782,3990.0397,390.0005,1,2,0.0002356738,1.499959,0.0003535010373742,0.0001230483,0,0.0001690993,0,,-0.00000156064095335751,,0,0
75,	09/22/2022 16:33:13.782,4020.0397,420.0005,1,2,0.0002226418,1.500051,0.0003339740547318,0.0001249555,0,0.0001719601,0,,-0.000020348779798951,,,
76,	09/22/2022 16:33:43.781,4050.0393,450.0001,1,2,0.0002112315,1.499953,0.0003168373221195,0.0001267581,0,0.0001746639,0,,0.00000241028396885667,,0,
77,	09/22/2022 16:34:13.781,4080.0395,480.0003,1,2,0.0002032574,1.499971,0.0003048802055354,0.0001284789,0,0.0001772452,0,,-0.00000460290402770625,,,
78,	09/22/2022 16:34:43.781,4110.0395,510.0003,1,2,0.0001926345,1.500062,0.000288963693339,0.0001301172,0,0.0001797026,0,,0.00000472174679089221,,0,0
79,	09/22/2022 16:35:13.781,4140.0395,540.0003,1,2,0.000185298,1.499934,0.000277934770332,0.0001316853,0,0.0001820547,0,,0.00000539350503458991,,,
80,	09/22/2022 16:35:43.782,4170.0404,570.0012,1,2,0.0001784847,1.500038,0.0002677338324186,0.0001331899,0,0.0001843116,0,,-0.00000278581796919752,,0,
81,	09/22/2022 16:36:13.782,4200.0396,600.0004,1,2,0.0001696725,1.500034,0.000254514518865,0.000134632,0,0.0001864748,0,,0,,,
82,	09/22/2022 16:36:43.781,4230.0395,630.0003,1,2,0.0001650583,1.499919,0.0002475740802777,0.0001360248,0,0.000188564,0,,-0.00000387248383049155,,0,0
83,	09/22/2022 16:37:13.782,4260.0403,660.0011,1,2,0.0001584884,1.500058,0.0002377417923272,0.0001373693,0,0.0001905808,0,,0.000010174479939451,,,
84,	09/22/2022 16:37:43.781,4290.0393,690.0001,1,2,0.0001546592,1.499989,0.0002319870987488,0.0001386686,0,0.0001925298,0,,-0.00000580839014219237,,0,
85,	09/22/2022 16:38:13.782,4320.0404,720.0012,1,2,0.0001483389,1.500038,0.0002225139868782,0.0001399237,0,0.0001944124,0,,-0.00000369469694305735,,,
86,	09/22/2022 16:38:43.782,4350.0396,750.0004,1,2,0.0001437663,1.49999,0.000215648012337,0.0001411398,0,0.0001962365,0,,0.0000037536899526458,,0,0
87,	09/22/2022 16:39:13.781,4380.0393,780.0001,1,2,0.0001395912,1.499992,0.0002093856832704,0.0001423209,0,0.0001980082,0,,-0.00000967992673395202,,,
88,	09/22/2022 16:39:43.782,4410.0396,810.0004,1,2,0.0001367887,1.500057,0.0002051908469559,0.0001434657,0,0.0001997253,0,,0.00000829763030196773,,0,
89,	09/22/2022 16:40:13.781,4440.0393,840.0001,1,2,0.0001344421,1.49994,0.000201655083474,0.0001445839,0,0.0002014027,0,,-0.0000116758501462755,,,
90,	09/22/2022 16:40:43.782,4470.0401,870.0009,1,2,0.0001286985,1.500088,0.000193059075468,0.0001456658,0,0.0002030255,0,,0.00000906752393348143,,0,0
91,	09/22/2022 16:41:13.781,4500.0394,900.0002,1,2,0.0001255716,1.499969,0.0001883535072804,0.0001467219,0,0.0002046097,0,,0.00000750731805965188,,,
92,	09/22/2022 16:41:43.781,4530.0395,930.0003,1,2,0.0001237563,1.499991,0.0001856333361933,0.0001477512,0,0.0002061537,0,,-0.000000296366096108613,,0,
93,	09/22/2022 16:42:13.783,4560.041,960.0018,1,2,0.0001190937,1.500014,0.0001786422173118,0.0001487546,0,0.0002076586,0,,0.00000312125689561071,,,
94,	09/22/2022 16:42:43.782,4590.0405,990.0013,1,2,0.0001166225,1.499941,0.0001749268692725,0.000149736,0,0.0002091308,0,,0.00000541317103852634,,0,0
95,	09/22/2022 16:43:13.782,4620.0404,1020.0012,1,2,0.0001139049,1.500051,0.0001708631591499,0.0001506942,0,0.0002105681,0,,0.00000819884917291347,,,
96,	09/22/2022 16:43:43.781,4650.0395,1050.0003,1,2,0.0001115415,1.499952,0.000167306896008,0.0001516317,0,0.0002119743,0,,-0.0000046229661165853,,0,
97,	09/22/2022 16:44:13.782,4680.0402,1080.001,1,2,0.0001091678,1.500031,0.0001637550842018,0.0001525484,0,0.0002133494,0,,-0.00000515608599016559,,,
98,	09/22/2022 16:44:43.782,4710.0403,1110.0011,1,2,0.0001068436,1.499996,0.0001602649726256,0.0001534484,0,0.0002146994,0,,-0.00000272636407316895,,0,0
99,	09/22/2022 16:45:13.783,4740.0411,1140.0019,1,2,0.0001050488,1.499948,0.0001575677374624,0.0001543305,0,0.0002160226,0,,-0.00000665830202706275,,,
100,	09/22/2022 16:45:43.783,4770.0406,1170.0014,1,2,0.0001036968,1.500094,0.0001555549474992,0.0001551978,0,0.0002173235,0,,0.00000347684294865758,,0,
101,	09/22/2022 16:46:13.782,4800.0398,1200.0006,1,2,0.0001009244,1.499939,0.0001513804436116,0.0001560469,0,0.0002185972,0,,-0.0000112999296106864,,,
102,	09/22/2022 16:46:43.782,4830.0401,1230.0009,1,2,0.00009739012,1.500061,0.00014609112079732,0.000156879,0,0.0002198453,0,,0.00000776363231125288,,0,0
103,	09/22/2022 16:47:13.782,4860.0401,1260.0009,1,2,0.00009795181,1.49999,0.0001469267354819,0.0001576983,0,0.0002210742,0,,0.000000553170821149251,,,
104,	09/22/2022 16:47:43.782,4890.0401,1290.0009,1,2,0.00009632101,1.49995,0.0001444766989495,0.0001585025,0,0.0002222805,0,,0.00000175829302406783,,0,
105,	09/22/2022 16:48:13.781,4920.0394,1320.0002,1,2,0.00009405909,1.500062,0.00014109446666358,0.0001592935,0,0.000223467,0,,0.00000699371685186634,,,
106,	09/22/2022 16:48:43.781,4950.0394,1350.0002,1,2,0.00009062304,1.49997,0.0001359318413088,0.0001600675,0,0.000224628,0,,-0.00000551236280443845,,0,0
107,	09/22/2022 16:49:13.783,4980.0406,1380.0014,1,2,0.00009130232,1.500098,0.00013696242762736,0.0001608285,0,0.0002257696,0,,0.0000139471103466349,,,
108,	09/22/2022 16:49:43.782,5010.0404,1410.0012,1,2,0.0000898226,1.499956,0.0001347299478056,0.0001615781,0,0.0002268939,0,,-0.00000683566713632899,,0,
109,	09/22/2022 16:50:13.782,5040.0397,1440.0005,1,2,0.00008796898,1.499949,0.00013194898358202,0.0001623158,0,0.0002280005,0,,0.00000067175750473325,,,
110,	09/22/2022 16:50:43.782,5070.0396,1470.0004,1,2,0.00008632708,1.500067,0.00012949640391436,0.0001630437,0,0.0002290924,0,,0.00000138284701733937,,0,0
111,	09/22/2022 16:51:13.781,5100.0394,1500.0002,1,2,0.0000867538,1.500002,0.0001301308735076,0.0001637635,0,0.000230172,0,,0.00000458314889328904,,,
112,	09/22/2022 16:51:43.782,5130.0403,1530.0011,1,2,0.00008425102,1.500044,0.00012638023704488,0.0001644723,0,0.0002312352,0,,0.00000286444401353947,,0,
113,	09/22/2022 16:52:13.782,5160.0405,1560.0013,1,2,0.00008325877,1.499964,0.00012488515768428,0.0001651709,0,0.0002322832,0,,0.00000195600000552076,,,
114,	09/22/2022 16:52:43.783,5190.041,1590.0018,1,2,0.00008167788,1.500034,0.00012251959704792,0.0001658615,0,0.000233319,0,,0.00000699331212672405,,0,0
115,	09/22/2022 16:53:13.781,5220.0393,1620.0001,1,2,0.00008261775,1.500036,0.000123929599239,0.0001665437,0,0.0002343424,0,,-0.00000592687911193934,,,
116,	09/22/2022 16:53:43.782,5250.0396,1650.0004,1,2,0.00007994349,1.499944,0.00011991075816456,0.0001672148,0,0.000235349,0,,0.00000493869720230578,,0,
117,	09/22/2022 16:54:13.781,5280.0395,1680.0003,1,2,0.00007866642,1.50004,0.0001180027766568,0.0001678779,0,0.0002363437,0,,-0.00000952259779296583,,,
118,	09/22/2022 16:54:43.783,5310.0408,1710.0016,1,2,0.0000789986,1.499984,0.0001184966360224,0.0001685333,0,0.0002373267,0,,0.00000318052093462029,,,0
119,	09/22/2022 16:55:13.782,5340.0404,1740.0012,1,2,0.00007717609,1.5,0.000115764135,0.0001691812,0,0.0002382986,0,,-0.000000572888893657364,,0,
120,	09/22/2022 16:55:43.782,5370.0402,1770.001,1,2,0.00007724149,1.500032,0.00011586470672768,0.0001698194,0,0.000239256,0,,-0.0000110232604129124,,,
121,	09/22/2022 16:56:13.781,5400.0394,1800.0002,1,2,0.00007553602,1.499966,0.00011330146177532,0.0001704528,0,0.000240206,0,,0.00000207439006771892,,0,
122,	09/22/2022 16:56:43.782,5430.0404,1830.0012,1,2,0.00007441565,1.500073,0.00011162890734245,0.0001710774,0,0.0002411429,0,,-0.00000495915082865395,,,0
123,	09/22/2022 16:57:13.782,5460.0396,1860.0004,1,2,0.00007430487,1.499908,0.00011145046895196,0.0001716952,0,0.0002420696,0,,0.00000928544341149973,,0,
124,	09/22/2022 16:57:43.782,5490.0401,1890.0009,1,2,0.00007092701,1.499875,0.00010638164912375,0.0001723091,0,0.0002429905,0,,0.00000357564704245306,,,
125,	09/22/2022 16:58:13.781,5520.0393,1920.0001,1,2,0.00007329629,1.5,0.000109944435,0.0001729148,0,0.000243899,0,,0.00000661878721075482,,0,
126,	09/22/2022 16:58:43.782,5550.0404,1950.0012,1,2,0.000071671,1.499946,0.000107502629766,0.0001735155,0,0.0002448001,0,,0.00000493906600240734,,,0
127,	09/22/2022 16:59:13.781,5580.0395,1980.0003,1,2,0.00007221571,1.500078,0.00010832919782538,0.0001741075,0,0.000245688,0,,-0.00000827787425805582,,0,
128,	09/22/2022 16:59:43.782,5610.0404,2010.0012,1,2,0.00007054618,1.499971,0.00010581722416078,0.0001746972,0,0.0002465727,0,,0.0000130787502712337,,,
129,	09/22/2022 17:00:13.782,5640.0398,2040.0006,1,2,0.00006892363,1.500041,0.00010338827086883,0.000175277,0,0.0002474423,0,,-0.00000946395630307961,,0,
130,	09/22/2022 17:00:43.782,5670.0403,2070.0011,1,2,0.00006690144,1.500014,0.00010035309662016,0.0001758496,0,0.0002483012,0,,-0.0000126243603517651,,,0
131,	09/22/2022 17:01:13.781,5700.0394,2100.0002,1,2,0.00006850329,1.499944,0.00010275109881576,0.0001764191,0,0.0002491554,0,,0.00000655907888358342,,0,
132,	09/22/2022 17:01:43.781,5730.0394,2130.0002,1,2,0.00006765417,1.500079,0.00010148659967943,0.0001769857,0,0.0002500053,0,,-0.00000381295899387624,,,
133,	09/22/2022 17:02:13.781,5760.0395,2160.0003,1,2,0.00006634966,1.499935,0.0000995201772721,0.000177543,0,0.0002508413,0,,0.00000610428105574101,,0,
134,	09/22/2022 17:02:43.782,5790.0404,2190.0012,1,2,0.00006619524,1.500043,0.00009929570639532,0.0001780969,0,0.0002516722,0,,-0.00000383271481041447,,,0
135,	09/22/2022 17:03:13.783,5820.0406,2220.0014,1,2,0.00006412019,1.500058,0.00009618400397102,0.0001786457,0,0.0002524953,0,,-0.000000572936414755532,,0,
136,	09/22/2022 17:03:43.782,5850.0404,2250.0012,1,2,0.00006527788,1.499971,0.00009791492694148,0.0001791893,0,0.0002533108,0,,0.0000115771699711331,,,
137,	09/22/2022 17:04:13.782,5880.0403,2280.0011,1,2,0.00006468868,1.500052,0.00009703638381136,0.0001797271,0,0.0002541174,0,,-0.00000282535597762035,,0,
138,	09/22/2022 17:04:43.781,5910.0394,2310.0002,1,2,0.00006311073,1.499981,0.00009466489589613,0.0001802599,0,0.0002549167,0,,0.0000100954503068351,,,0
139,	09/22/2022 17:05:13.781,5940.0393,2340.0001,1,2,0.00006255686,1.499987,0.00009383447676082,0.0001807894,0,0.0002557109,0,,-0.0000017977009747483,,0,
140,	09/22/2022 17:05:43.781,5970.0393,2370.0001,1,2,0.00006416914,1.500011,0.00009625441586054,0.0001813178,0,0.0002565035,0,,0.00000124464497730514,,,
141,	09/22/2022 17:06:13.781,6000.0395,2400.0003,1,2,0.0000623816,1.499936,0.0000935684075776,0.0001818383,0,0.0002572843,0,,0.000000237075198583625,,0,
142,	09/22/2022 17:06:43.782,6030.0404,2430.0012,1,2,0.00006195522,1.500048,0.00009293580385056,0.0001823569,0,0.0002580621,0,,-0.00000835738410387421,,,0
143,	09/22/2022 17:07:13.783,6060.0409,2460.0017,1,2,0.00006153584,1.499951,0.00009230074474384,0.0001828686,0,0.0002588297,0,,0.00000640102916804608,,0,
144,	09/22/2022 17:07:43.782,6090.0402,2490.001,1,2,0.00005959933,1.500049,0.00008940191536717,0.0001833725,0,0.0002595856,0,,0.000000968121071309724,,,
145,	09/22/2022 17:08:13.782,6120.0403,2520.0011,1,2,0.00006055773,1.500003,0.00009083677667319,0.0001838787,0,0.0002603449,0,,0.00000320054095936939,,0,
146,	09/22/2022 17:08:43.781,6150.0395,2550.0003,1,2,0.00006003834,1.499981,0.00009005636927154,0.0001843813,0,0.0002610988,0,,-0.00000598614815316978,,,0
147,	09/22/2022 17:09:13.782,6180.0403,2580.0011,1,2,0.0000587924,1.499995,0.000088188306038,0.000184878,0,0.0002618437,0,,0.00000707274193700869,,0,
148,	09/22/2022 17:09:43.782,6210.0401,2610.0009,1,2,0.00005975686,1.499907,0.00008962973261202,0.0001853706,0,0.0002625828,0,,-0.00000991698743746383,,,
149,	09/22/2022 17:10:13.782,6240.0396,2640.0004,1,2,0.00005889288,1.500073,0.00008834361918024,0.0001858586,0,0.0002633147,0,,-0.00000948371416598093,,0,
150,	09/22/2022 17:10:43.782,6270.0396,2670.0004,1,2,0.00005752933,1.499941,0.00008629060076953,0.0001863441,0,0.000264043,0,,0.0000067966047936352,,,0
151,	09/22/2022 17:11:13.781,6300.0394,2700.0002,1,2,0.00005740194,1.499969,0.00008610113053986,0.000186828,0,0.0002647688,0,,-0.00000312148904413334,,0,
152,	09/22/2022 17:11:43.781,6330.0394,2730.0002,1,2,0.00005640451,1.50007,0.0000846107133157,0.0001873063,0,0.0002654862,0,,0.00000869275572767947,,,
153,	09/22/2022 17:12:13.781,6360.0393,2760.0001,1,2,0.00005785859,1.499994,0.00008678753784846,0.0001877808,0,0.000266198,0,,-0.0000112207198981196,,0,
154,	09/22/2022 17:12:43.781,6390.0394,2790.0002,1,2,0.00005729638,1.50001,0.0000859451429638,0.0001882527,0,0.0002669059,0,,0.000012564980352181,,,0
155,	09/22/2022 17:13:13.781,6420.0395,2820.0003,1,2,0.00005585515,1.499991,0.00008378222230365,0.0001887212,0,0.0002676086,0,,0.00000596678682995844,,0,
156,	09/22/2022 17:13:43.782,6450.0396,2850.0004,1,2,0.00005375847,1.499981,0.00008063668358907,0.0001891818,0,0.0002682996,0,,-0.00000162002697834396,,,
157,	09/22/2022 17:14:13.782,6480.0396,2880.0004,1,2,0.00005544988,1.50005,0.000083177592494,0.0001896414,0,0.0002689889,0,,0.0000110035098259686,,0,
158,	09/22/2022 17:14:43.782,6510.0398,2910.0006,1,2,0.00005522244,1.499919,0.00008282918698236,0.0001900978,0,0.0002696735,0,,-0.00000786299278843217,,,0
159,	09/22/2022 17:15:13.782,6540.0396,2940.0004,1,2,0.00005567514,1.500018,0.00008351371215252,0.0001905527,0,0.0002703558,0,,0.00000410930306316004,,0,
160,	09/22/2022 17:15:43.782,6570.0401,2970.0009,1,2,0.0000547319,1.499947,0.0000820949492093,0.000191001,0,0.0002710283,0,,-0.00000693398897055886,,,
161,	09/22/2022 17:16:13.782,6600.0403,3000.0011,1,2,0.00005401062,1.499976,0.00008101463374512,0.000191449,0,0.0002717004,0,,-0.00000729006114852382,,0,
162,	09/22/2022 17:16:43.781,6630.0395,3030.0003,1,2,0.00005421281,1.50003,0.0000813208413843,0.0001918939,0,0.0002723677,0,,0.00000786240616434952,,,0
163,	09/22/2022 17:17:13.782,6660.0405,3060.0013,1,2,0.00005274409,1.499992,0.00007911571304728,0.0001923379,0,0.0002730337,0,,-0.00000444549095846014,,0,
164,	09/22/2022 17:17:43.782,6690.0398,3090.0006,1,2,0.00005362442,1.500096,0.00008044177794432,0.0001927782,0,0.0002736941,0,,0.00000877119964570738,,,
165,	09/22/2022 17:18:13.782,6720.0396,3120.0004,1,2,0.0000527852,1.49996,0.000079175688592,0.0001932159,0,0.0002743507,0,,0.00000035558920785661,,0,
166,	09/22/2022 17:18:43.782,6750.0397,3150.0005,1,2,0.00005139783,1.499984,0.00007709592263472,0.0001936483,0,0.0002749992,0,,-0.0000010470130291651,,,0
167,	09/22/2022 17:19:13.781,6780.0395,3180.0003,1,2,0.00005215957,1.500038,0.00007824133706366,0.0001940808,0,0.000275648,0,,0.00000638127312413417,,0,
168,	09/22/2022 17:19:43.781,6810.0393,3210.0001,1,2,0.00005075,1.499956,0.000076122767,0.0001945113,0,0.0002762937,0,,-0.00000408985215472057,,,
169,	09/22/2022 17:20:13.782,6840.0403,3240.0011,1,2,0.00005006897,1.500057,0.00007510630893129,0.0001949418,0,0.0002769395,0,,0.00000564991705687135,,0,
170,	09/22/2022 17:20:43.782,6870.0404,3270.0012,1,2,0.0000496665,1.499934,0.000074496472011,0.0001953664,0,0.0002775764,0,,-0.00000962137983151479,,,0
171,	09/22/2022 17:21:13.782,6900.0404,3300.0012,1,2,0.00005051353,1.500054,0.00007577302273062,0.0001957887,0,0.0002782099,0,,0.00000742786187402089,,0,
